dx_class	ICD10_CD	ICD10_CD_NODOT	ICD10_LDESC	IsSubsequent	IsSequela	Billable	Remission
Self-inflicted Injury/Poisoning	T54.1X2A	T541X2A	Toxic effect of corrosive organic compounds, self-harm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T54.1X2D	T541X2D	Toxic effect of corrosive organic compounds, self-harm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T54.1X2S	T541X2S	Toxic effect of corrosive organic compnd, self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T54.2X2	T542X2	Tox eff of corrosv acids & acid-like substnc, slf-hrm	0	0	0	0
Self-inflicted Injury/Poisoning	T54.2X2A	T542X2A	Tox eff of corrosv acids & acid-like substnc, slf-hrm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T54.2X2D	T542X2D	Tox eff of corrosv acids & acid-like substnc, slf-hrm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T54.2X2S	T542X2S	Tox eff of corrosv acids & acid-like substnc, slf-hrm, sqla	0	1	1	0
Self-inflicted Injury/Poisoning	T54.3X2	T543X2	Tox eff of corrosv alkalis & alk-like substnc, slf-hrm	0	0	0	0
Self-inflicted Injury/Poisoning	T54.3X2A	T543X2A	Tox eff of corrosv alkalis & alk-like substnc, slf-hrm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T54.3X2D	T543X2D	Tox eff of corrosv alkalis & alk-like substnc, slf-hrm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T54.3X2S	T543X2S	Tox eff of corrosv alkalis & alk-like substnc, slf-hrm, sqla	0	1	1	0
Self-inflicted Injury/Poisoning	T54.92X	T5492X	Toxic effect of unsp corrosive substance, self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T54.92XA	T5492XA	Toxic effect of unsp corrosive substance, self-harm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T54.92XD	T5492XD	Toxic effect of unsp corrosive substance, self-harm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T54.92XS	T5492XS	Toxic effect of unsp corrosive substance, self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T55.0X2	T550X2	Toxic effect of soaps, intentional self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T55.0X2A	T550X2A	Toxic effect of soaps, intentional self-harm, init encntr	0	0	1	0
Self-inflicted Injury/Poisoning	T55.0X2D	T550X2D	Toxic effect of soaps, intentional self-harm, subs encntr	1	0	1	0
Self-inflicted Injury/Poisoning	T55.0X2S	T550X2S	Toxic effect of soaps, intentional self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T55.1X2	T551X2	Toxic effect of detergents, intentional self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T55.1X2A	T551X2A	Toxic effect of detergents, intentional self-harm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T55.1X2D	T551X2D	Toxic effect of detergents, intentional self-harm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T55.1X2S	T551X2S	Toxic effect of detergents, intentional self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T56.0X2	T560X2	Toxic effect of lead and its compounds, self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T56.0X2A	T560X2A	Toxic effect of lead and its compounds, self-harm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T56.0X2D	T560X2D	Toxic effect of lead and its compounds, self-harm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T56.0X2S	T560X2S	Toxic effect of lead and its compounds, self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T56.1X2	T561X2	Toxic effect of mercury and its compounds, self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T56.1X2A	T561X2A	Toxic effect of mercury and its compounds, self-harm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T56.1X2D	T561X2D	Toxic effect of mercury and its compounds, self-harm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T56.1X2S	T561X2S	Toxic effect of mercury and its compnd, self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T56.2X2	T562X2	Toxic effect of chromium and its compounds, self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T56.2X2A	T562X2A	Toxic effect of chromium and its compounds, self-harm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T56.2X2D	T562X2D	Toxic effect of chromium and its compounds, self-harm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T56.2X2S	T562X2S	Toxic effect of chromium and its compnd, self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T56.3X2	T563X2	Toxic effect of cadmium and its compounds, self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T56.3X2A	T563X2A	Toxic effect of cadmium and its compounds, self-harm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T56.3X2D	T563X2D	Toxic effect of cadmium and its compounds, self-harm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T56.3X2S	T563X2S	Toxic effect of cadmium and its compnd, self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T56.4X2	T564X2	Toxic effect of copper and its compounds, self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T56.4X2A	T564X2A	Toxic effect of copper and its compounds, self-harm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T56.4X2D	T564X2D	Toxic effect of copper and its compounds, self-harm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T56.4X2S	T564X2S	Toxic effect of copper and its compounds, self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T56.5X2	T565X2	Toxic effect of zinc and its compounds, self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T56.5X2A	T565X2A	Toxic effect of zinc and its compounds, self-harm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T56.5X2D	T565X2D	Toxic effect of zinc and its compounds, self-harm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T56.5X2S	T565X2S	Toxic effect of zinc and its compounds, self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T56.6X2	T566X2	Toxic effect of tin and its compounds, self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T56.6X2A	T566X2A	Toxic effect of tin and its compounds, self-harm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T56.6X2D	T566X2D	Toxic effect of tin and its compounds, self-harm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T56.6X2S	T566X2S	Toxic effect of tin and its compounds, self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T56.7X2	T567X2	Toxic effect of beryllium and its compounds, self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T56.7X2A	T567X2A	Toxic effect of beryllium and its compounds, self-harm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T56.7X2D	T567X2D	Toxic effect of beryllium and its compounds, self-harm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T56.7X2S	T567X2S	Toxic effect of beryllium and its compnd, self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T56.812	T56812	Toxic effect of thallium, intentional self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T56.812A	T56812A	Toxic effect of thallium, intentional self-harm, init encntr	0	0	1	0
Self-inflicted Injury/Poisoning	T56.812D	T56812D	Toxic effect of thallium, intentional self-harm, subs encntr	1	0	1	0
Self-inflicted Injury/Poisoning	T56.812S	T56812S	Toxic effect of thallium, intentional self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T56.892	T56892	Toxic effect of oth metals, intentional self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T56.892A	T56892A	Toxic effect of oth metals, intentional self-harm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T56.892D	T56892D	Toxic effect of oth metals, intentional self-harm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T56.892S	T56892S	Toxic effect of other metals, intentional self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T56.92X	T5692X	Toxic effect of unsp metal, intentional self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T56.92XA	T5692XA	Toxic effect of unsp metal, intentional self-harm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T56.92XD	T5692XD	Toxic effect of unsp metal, intentional self-harm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T56.92XS	T5692XS	Toxic effect of unsp metal, intentional self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T57.0X2	T570X2	Toxic effect of arsenic and its compounds, self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T57.0X2A	T570X2A	Toxic effect of arsenic and its compounds, self-harm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T57.0X2D	T570X2D	Toxic effect of arsenic and its compounds, self-harm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T57.0X2S	T570X2S	Toxic effect of arsenic and its compnd, self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T57.1X2	T571X2	Toxic effect of phosphorus and its compnd, self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T57.1X2A	T571X2A	Toxic effect of phosphorus and its compnd, self-harm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T57.1X2D	T571X2D	Toxic effect of phosphorus and its compnd, self-harm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T57.1X2S	T571X2S	Toxic effect of phosphorus and its compnd, slf-hrm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T57.2X2	T572X2	Toxic effect of manganese and its compounds, self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T57.2X2A	T572X2A	Toxic effect of manganese and its compounds, self-harm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T57.2X2D	T572X2D	Toxic effect of manganese and its compounds, self-harm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T57.2X2S	T572X2S	Toxic effect of manganese and its compnd, self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T57.3X2	T573X2	Toxic effect of hydrogen cyanide, self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T57.3X2A	T573X2A	Toxic effect of hydrogen cyanide, self-harm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T57.3X2D	T573X2D	Toxic effect of hydrogen cyanide, self-harm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T57.3X2S	T573X2S	Toxic effect of hydrogen cyanide, self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T57.8X2	T578X2	Toxic effect of inorganic substances, self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T57.8X2A	T578X2A	Toxic effect of inorganic substances, self-harm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T57.8X2D	T578X2D	Toxic effect of inorganic substances, self-harm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T57.8X2S	T578X2S	Toxic effect of inorganic substances, self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T57.92X	T5792X	Toxic effect of unsp inorganic substance, self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T57.92XA	T5792XA	Toxic effect of unsp inorganic substance, self-harm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T57.92XD	T5792XD	Toxic effect of unsp inorganic substance, self-harm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T57.92XS	T5792XS	Toxic effect of unsp inorganic substance, self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T58.02X	T5802X	Toxic eff of carb monx from mtr veh exhaust, slf-hrm	0	0	0	0
Self-inflicted Injury/Poisoning	T58.02XA	T5802XA	Toxic eff of carb monx from mtr veh exhaust, slf-hrm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T58.02XD	T5802XD	Toxic eff of carb monx from mtr veh exhaust, slf-hrm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T58.02XS	T5802XS	Toxic eff of carb monx from mtr veh exhaust, slf-hrm, sqla	0	1	1	0
Self-inflicted Injury/Poisoning	T58.12X	T5812X	Toxic effect of carb monx from utility gas, self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T58.12XA	T5812XA	Toxic effect of carb monx from utility gas, self-harm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T58.12XD	T5812XD	Toxic effect of carb monx from utility gas, self-harm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T58.12XS	T5812XS	Toxic effect of carb monx from utility gas, slf-hrm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T58.2X2	T582X2	Tox eff of carb monx fr incmpl combst dmst fuel,slf-hrm,init	0	0	0	0
Self-inflicted Injury/Poisoning	T58.2X2A	T582X2A	Tox eff of carb monx fr incmpl combst dmst fuel,slf-hrm,init	0	0	1	0
Self-inflicted Injury/Poisoning	T58.2X2D	T582X2D	Tox eff of carb monx fr incmpl combst dmst fuel,slf-hrm,subs	1	0	1	0
Self-inflicted Injury/Poisoning	T58.2X2S	T582X2S	Tox eff of carb monx fr incmpl combst dmst fuel,slf-hrm,sqla	0	1	1	0
Self-inflicted Injury/Poisoning	T58.8X2	T588X2	Toxic effect of carb monx from oth source, self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T58.8X2A	T588X2A	Toxic effect of carb monx from oth source, self-harm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T58.8X2D	T588X2D	Toxic effect of carb monx from oth source, self-harm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T58.8X2S	T588X2S	Toxic effect of carb monx from oth source, slf-hrm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T58.92X	T5892X	Toxic effect of carb monx from unsp source, self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T58.92XA	T5892XA	Toxic effect of carb monx from unsp source, self-harm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T58.92XD	T5892XD	Toxic effect of carb monx from unsp source, self-harm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T58.92XS	T5892XS	Toxic effect of carb monx from unsp source, slf-hrm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T59.0X2	T590X2	Toxic effect of nitrogen oxides, intentional self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T59.0X2A	T590X2A	Toxic effect of nitrogen oxides, intentional self-harm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T59.0X2D	T590X2D	Toxic effect of nitrogen oxides, intentional self-harm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T59.0X2S	T590X2S	Toxic effect of nitrogen oxides, self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T59.1X2	T591X2	Toxic effect of sulfur dioxide, intentional self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T59.1X2A	T591X2A	Toxic effect of sulfur dioxide, intentional self-harm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T59.1X2D	T591X2D	Toxic effect of sulfur dioxide, intentional self-harm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T59.1X2S	T591X2S	Toxic effect of sulfur dioxide, self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T59.2X2	T592X2	Toxic effect of formaldehyde, intentional self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T59.2X2A	T592X2A	Toxic effect of formaldehyde, intentional self-harm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T59.2X2D	T592X2D	Toxic effect of formaldehyde, intentional self-harm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T59.2X2S	T592X2S	Toxic effect of formaldehyde, intentional self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T59.3X2	T593X2	Toxic effect of lacrimogenic gas, self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T59.3X2A	T593X2A	Toxic effect of lacrimogenic gas, self-harm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T59.3X2D	T593X2D	Toxic effect of lacrimogenic gas, self-harm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T59.3X2S	T593X2S	Toxic effect of lacrimogenic gas, self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T59.4X2	T594X2	Toxic effect of chlorine gas, intentional self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T59.4X2A	T594X2A	Toxic effect of chlorine gas, intentional self-harm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T59.4X2D	T594X2D	Toxic effect of chlorine gas, intentional self-harm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T59.4X2S	T594X2S	Toxic effect of chlorine gas, intentional self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T59.5X2	T595X2	Tox eff of fluorine gas and hydrogen fluoride, slf-hrm	0	0	0	0
Self-inflicted Injury/Poisoning	T59.5X2A	T595X2A	Tox eff of fluorine gas and hydrogen fluoride, slf-hrm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T59.5X2D	T595X2D	Tox eff of fluorine gas and hydrogen fluoride, slf-hrm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T59.5X2S	T595X2S	Tox eff of fluorine gas and hydrogen fluoride, slf-hrm, sqla	0	1	1	0
Self-inflicted Injury/Poisoning	T59.6X2	T596X2	Toxic effect of hydrogen sulfide, self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T59.6X2A	T596X2A	Toxic effect of hydrogen sulfide, self-harm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T59.6X2D	T596X2D	Toxic effect of hydrogen sulfide, self-harm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T59.6X2S	T596X2S	Toxic effect of hydrogen sulfide, self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T59.7X2	T597X2	Toxic effect of carbon dioxide, intentional self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T59.7X2A	T597X2A	Toxic effect of carbon dioxide, intentional self-harm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T59.7X2D	T597X2D	Toxic effect of carbon dioxide, intentional self-harm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T59.7X2S	T597X2S	Toxic effect of carbon dioxide, self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T59.812	T59812	Toxic effect of smoke, intentional self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T59.812A	T59812A	Toxic effect of smoke, intentional self-harm, init encntr	0	0	1	0
Self-inflicted Injury/Poisoning	T59.812D	T59812D	Toxic effect of smoke, intentional self-harm, subs encntr	1	0	1	0
Self-inflicted Injury/Poisoning	T59.812S	T59812S	Toxic effect of smoke, intentional self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T59.892	T59892	Toxic effect of gases, fumes and vapors, self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T59.892A	T59892A	Toxic effect of gases, fumes and vapors, self-harm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T59.892D	T59892D	Toxic effect of gases, fumes and vapors, self-harm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T59.892S	T59892S	Toxic effect of gases, fumes and vapors, self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T59.92X	T5992X	Toxic effect of unsp gases, fumes and vapors, slf-hrm	0	0	0	0
Self-inflicted Injury/Poisoning	T59.92XA	T5992XA	Toxic effect of unsp gases, fumes and vapors, slf-hrm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T59.92XD	T5992XD	Toxic effect of unsp gases, fumes and vapors, slf-hrm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T59.92XS	T5992XS	Toxic effect of unsp gases, fumes and vapors, slf-hrm, sqla	0	1	1	0
Self-inflicted Injury/Poisoning	T60.0X2	T600X2	Toxic eff of organophos and carbamate insect, slf-hrm	0	0	0	0
Self-inflicted Injury/Poisoning	T60.0X2A	T600X2A	Toxic eff of organophos and carbamate insect, slf-hrm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T60.0X2D	T600X2D	Toxic eff of organophos and carbamate insect, slf-hrm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T60.0X2S	T600X2S	Toxic eff of organophos and carbamate insect, slf-hrm, sqla	0	1	1	0
Self-inflicted Injury/Poisoning	T60.1X2	T601X2	Toxic effect of halogenated insecticides, self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T60.1X2A	T601X2A	Toxic effect of halogenated insecticides, self-harm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T60.1X2D	T601X2D	Toxic effect of halogenated insecticides, self-harm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T60.1X2S	T601X2S	Toxic effect of halogenated insecticides, self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T60.2X2	T602X2	Toxic effect of insecticides, intentional self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T60.2X2A	T602X2A	Toxic effect of insecticides, intentional self-harm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T60.2X2D	T602X2D	Toxic effect of insecticides, intentional self-harm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T60.2X2S	T602X2S	Toxic effect of insecticides, intentional self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T60.3X2	T603X2	Toxic effect of herbicides and fungicides, self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T60.3X2A	T603X2A	Toxic effect of herbicides and fungicides, self-harm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T60.3X2D	T603X2D	Toxic effect of herbicides and fungicides, self-harm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T60.3X2S	T603X2S	Toxic effect of herbicides and fungicides, slf-hrm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T60.4X2	T604X2	Toxic effect of rodenticides, intentional self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T60.4X2A	T604X2A	Toxic effect of rodenticides, intentional self-harm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T60.4X2D	T604X2D	Toxic effect of rodenticides, intentional self-harm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T60.4X2S	T604X2S	Toxic effect of rodenticides, intentional self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T60.8X2	T608X2	Toxic effect of oth pesticides, intentional self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T60.8X2A	T608X2A	Toxic effect of oth pesticides, intentional self-harm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T60.8X2D	T608X2D	Toxic effect of oth pesticides, intentional self-harm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T60.8X2S	T608X2S	Toxic effect of pesticides, intentional self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T60.92X	T6092X	Toxic effect of unsp pesticide, intentional self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T60.92XA	T6092XA	Toxic effect of unsp pesticide, intentional self-harm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T60.92XD	T6092XD	Toxic effect of unsp pesticide, intentional self-harm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T60.92XS	T6092XS	Toxic effect of unsp pesticide, self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T61.02X	T6102X	Ciguatera fish poisoning, intentional self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T61.02XA	T6102XA	Ciguatera fish poisoning, intentional self-harm, init encntr	0	0	1	0
Self-inflicted Injury/Poisoning	T61.02XD	T6102XD	Ciguatera fish poisoning, intentional self-harm, subs encntr	1	0	1	0
Self-inflicted Injury/Poisoning	T61.02XS	T6102XS	Ciguatera fish poisoning, intentional self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T61.12X	T6112X	Scombroid fish poisoning, intentional self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T61.12XA	T6112XA	Scombroid fish poisoning, intentional self-harm, init encntr	0	0	1	0
Self-inflicted Injury/Poisoning	T61.12XD	T6112XD	Scombroid fish poisoning, intentional self-harm, subs encntr	1	0	1	0
Self-inflicted Injury/Poisoning	T61.12XS	T6112XS	Scombroid fish poisoning, intentional self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T61.772	T61772	Other fish poisoning, intentional self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T61.772A	T61772A	Other fish poisoning, intentional self-harm, init encntr	0	0	1	0
Self-inflicted Injury/Poisoning	T61.772D	T61772D	Other fish poisoning, intentional self-harm, subs encntr	1	0	1	0
Self-inflicted Injury/Poisoning	T61.772S	T61772S	Other fish poisoning, intentional self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T61.782	T61782	Oth shellfish poisoning, intentional self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T61.782A	T61782A	Oth shellfish poisoning, intentional self-harm, init encntr	0	0	1	0
Self-inflicted Injury/Poisoning	T61.782D	T61782D	Oth shellfish poisoning, intentional self-harm, subs encntr	1	0	1	0
Self-inflicted Injury/Poisoning	T61.782S	T61782S	Other shellfish poisoning, intentional self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T61.8X2	T618X2	Toxic effect of oth seafood, intentional self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T61.8X2A	T618X2A	Toxic effect of oth seafood, intentional self-harm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T61.8X2D	T618X2D	Toxic effect of oth seafood, intentional self-harm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T61.8X2S	T618X2S	Toxic effect of oth seafood, intentional self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T61.92X	T6192X	Toxic effect of unsp seafood, intentional self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T61.92XA	T6192XA	Toxic effect of unsp seafood, intentional self-harm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T61.92XD	T6192XD	Toxic effect of unsp seafood, intentional self-harm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T61.92XS	T6192XS	Toxic effect of unsp seafood, intentional self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T62.0X2	T620X2	Toxic effect of ingested mushrooms, self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T62.0X2A	T620X2A	Toxic effect of ingested mushrooms, self-harm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T62.0X2D	T620X2D	Toxic effect of ingested mushrooms, self-harm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T62.0X2S	T620X2S	Toxic effect of ingested mushrooms, self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T62.1X2	T621X2	Toxic effect of ingested berries, self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T62.1X2A	T621X2A	Toxic effect of ingested berries, self-harm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T62.1X2D	T621X2D	Toxic effect of ingested berries, self-harm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T62.1X2S	T621X2S	Toxic effect of ingested berries, self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T62.2X2	T622X2	Toxic effect of ingested (parts of) plant(s), slf-hrm	0	0	0	0
Self-inflicted Injury/Poisoning	T62.2X2A	T622X2A	Toxic effect of ingested (parts of) plant(s), slf-hrm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T62.2X2D	T622X2D	Toxic effect of ingested (parts of) plant(s), slf-hrm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T62.2X2S	T622X2S	Toxic effect of ingest (parts of) plant(s), slf-hrm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T62.8X2	T628X2	Toxic effect of noxious substnc eaten as food, slf-hrm	0	0	0	0
Self-inflicted Injury/Poisoning	T62.8X2A	T628X2A	Toxic effect of noxious substnc eaten as food, slf-hrm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T62.8X2D	T628X2D	Toxic effect of noxious substnc eaten as food, slf-hrm, subs	1	0	1	0
